frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft
24,1,109,Light,Canada,6,52.5562211311354,45.41914860407511
24,1,110,Dark,USA,6,52.46458650701588,52.76415785153707
24,1,111,Light,Canada,100,40.52388527312304,48.40189059575399
24,1,112,Dark,USA,26,59.25067498986751,71.81592007478078
24,1,113,Dark,USA,28,59.9792644248239,53.75486095746359
24,1,114,Light,Canada,40,54.111574886096825,62.89708481894599
24,1,115,Light,Canada,14,53.02708716213383,73.00155103206635
24,1,117,Dark,USA,100,56.21775727792375,61.80501103401184
25,1,109,Light,Canada,6,49.92329660596489,45.3141368760003
25,1,110,Dark,USA,6,49.659229476464674,52.76995380719503
25,1,111,Light,Canada,100,37.45326825245975,48.29644878705343
25,1,112,Dark,USA,26,55.853468019761856,72.36830234527588
25,1,113,Dark,USA,28,57.26252301647753,53.96406478352017
25,1,114,Light,Canada,40,50.76277567363596,64.00037672784593
25,1,115,Light,Canada,14,49.60409584113652,73.00452106528812
25,1,117,Dark,USA,100,52.616508361052105,63.57939759890239
26,1,109,Light,Canada,6,48.20925690406977,45.30944426854452
26,1,110,Dark,USA,6,47.93704447464781,52.857735289467705
26,1,111,Light,Canada,100,35.327626127676375,48.3909449312422
26,1,112,Dark,USA,26,54.3853595986136,72.24503695964813
26,1,113,Dark,USA,28,55.675363284743966,53.9939812819163
26,1,114,Light,Canada,40,48.998313726380815,64.15875673294067
26,1,115,Light,Canada,14,48.082060293562726,72.4675147400962
26,1,117,Dark,USA,100,50.71146355971881,64.05827548768785
27,1,109,Light,Canada,6,51.34232031424698,45.44062561459012
27,1,110,Dark,USA,6,51.085377592520125,52.63673239284092
27,1,111,Light,Canada,100,38.68016224214557,48.444990979300606
27,1,112,Dark,USA,26,57.709853934900494,70.84543413586087
27,1,113,Dark,USA,28,58.456661108354766,53.71742367744446
27,1,114,Light,Canada,40,52.67558362274989,62.73035764694214
27,1,115,Light,Canada,14,52.41438263430792,70.24393710825179
27,1,117,Dark,USA,100,54.01500504004081,63.44586769739787
28,1,109,Light,Canada,6,50.3272641750056,45.60369147194756
28,1,110,Dark,USA,6,49.719183688086986,53.01432967185974
28,1,111,Light,Canada,100,37.45579318624916,48.38971998956468
28,1,112,Dark,USA,26,56.03324330556798,71.3727456331253
28,1,113,Dark,USA,28,56.92392530083017,54.42204660839505
28,1,114,Light,Canada,40,51.07937234458856,63.452843560112846
28,1,115,Light,Canada,14,51.16720728456228,70.12752711772919
28,1,117,Dark,USA,100,52.69975747533263,63.52894081009759
29,1,109,Light,Canada,6,50.80915802493292,45.62654654184977
29,1,110,Dark,USA,6,50.1613391746562,53.04825875494216
29,1,111,Light,Canada,100,37.926066881428895,48.38961190647549
29,1,112,Dark,USA,26,56.54818785638417,71.21973488065932
29,1,113,Dark,USA,28,57.28085540061773,54.499251710044014
29,1,114,Light,Canada,40,51.546444150757495,63.50768672095405
29,1,115,Light,Canada,14,51.685596663964674,70.36535382270813
29,1,117,Dark,USA,100,53.27470537161785,63.32001169522604
30,1,109,Light,Canada,6,51.24691330256317,45.49478875266181
30,1,110,Dark,USA,6,50.31174879807693,52.903229263093735
30,1,111,Light,Canada,100,38.1231454702524,48.12859349780613
30,1,112,Dark,USA,26,56.18154563289636,70.92475023534563
30,1,113,Dark,USA,28,57.11967454613429,54.67898938390944
30,1,114,Light,Canada,40,51.75751223760342,62.68638359175788
30,1,115,Light,Canada,14,51.40355746520014,70.33986985683441
30,1,117,Dark,USA,100,53.20468964005199,63.0078407128652
31,1,109,Light,Canada,6,52.19538567679021,45.56315836656825
31,1,110,Dark,USA,6,51.46056274396264,53.240707604997326
31,1,111,Light,Canada,100,39.10126067287452,48.44502532635153
31,1,112,Dark,USA,26,57.88103951691568,70.29899450660719
31,1,113,Dark,USA,28,58.274381943252735,55.12935002230719
31,1,114,Light,Canada,40,53.078025009101005,63.045882056438536
31,1,115,Light,Canada,14,53.64359829357544,69.51303627783084
31,1,117,Dark,USA,100,54.8312055313546,62.94212187749428
32,1,109,Light,Canada,6,52.60113676557764,45.59652253421253
32,1,110,Dark,USA,6,51.79882424427092,53.390903928940816
32,1,111,Light,Canada,100,39.40896115384575,48.48378064859064
32,1,112,Dark,USA,26,58.255111698229726,69.97674693342648
32,1,113,Dark,USA,28,58.50697450644055,55.45591679983874
32,1,114,Light,Canada,40,53.46831569457257,63.03407418867117
32,1,115,Light,Canada,14,54.30947172682079,69.15921706080903
32,1,117,Dark,USA,100,55.28134907170247,62.84782804426022
33,1,109,Light,Canada,6,52.93947550007313,45.637948908601786
33,1,110,Dark,USA,6,52.06825522600877,53.563520678079
33,1,111,Light,Canada,100,39.63536253844059,48.52686713746286
33,1,112,Dark,USA,26,58.56948099113074,69.6612459379026
33,1,113,Dark,USA,28,58.69663772751352,55.80780211787111
33,1,114,Light,Canada,40,53.77273270010211,63.0702291893704
33,1,115,Light,Canada,14,54.89595702888225,68.83394959505645
33,1,117,Dark,USA,100,55.647971365120256,62.80007077881602
34,1,109,Light,Canada,6,53.225575595562646,45.69129189891957
34,1,110,Dark,USA,6,52.27948087851515,53.752963041415576
34,1,111,Light,Canada,100,39.79364801609294,48.57001899442702
34,1,112,Dark,USA,26,58.83472362831017,69.35151378695107
34,1,113,Dark,USA,28,58.85631304898682,56.17329839992668
34,1,114,Light,Canada,40,54.00268642163271,63.14237026597045
34,1,115,Light,Canada,14,55.41526651347298,68.51966600980627
34,1,117,Dark,USA,100,55.93378690765981,62.80125601192936
35,1,109,Light,Canada,6,53.48403532090608,45.75831639406482
35,1,110,Dark,USA,6,52.45160143180071,53.95267478889333
35,1,111,Light,Canada,100,39.9080684993838,48.606451272829474
35,1,112,Dark,USA,26,59.06699554562264,69.0516793656646
35,1,113,Dark,USA,28,59.005269025179146,56.54195456796332
35,1,114,Light,Canada,40,54.177938317561576,63.23943080615004
35,1,115,Light,Canada,14,55.88385292598161,68.21134518151999
35,1,117,Dark,USA,100,56.15447790544104,62.844917289881735
36,1,109,Light,Canada,6,53.738661260834974,45.83707556057056
36,1,110,Dark,USA,6,52.6052771038186,54.15409452666407
36,1,111,Light,Canada,100,40.00297719274981,48.628580161262335
36,1,112,Dark,USA,26,59.285789746613375,68.76522720045534
36,1,113,Dark,USA,28,59.16454013674975,56.90105737834113
36,1,114,Light,Canada,40,54.32096867116539,63.348562026118174
36,1,115,Light,Canada,14,56.31660670601436,67.91434307555626
36,1,117,Dark,USA,100,56.330887684385225,62.91905834594455
