frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft
776,1,1,Dark,Switzerland,17,104.2312321807916,48.90566137101915
776,1,2,Dark,Switzerland,3,87.14427094979875,48.08310177591112
776,1,3,Dark,Switzerland,100,80.22126827342353,63.62229532665677
776,1,4,Light,Canada,100,81.25732094316022,77.74140487114589
776,1,6,Light,Canada,100,86.37939889870304,77.70572281546063
776,1,7,Dark,Switzerland,100,111.30856972900828,19.24442370732625
777,1,1,Dark,Switzerland,17,104.37298878787456,48.70771620008681
777,1,2,Dark,Switzerland,3,87.27411532871199,48.05089526706272
777,1,3,Dark,Switzerland,100,80.03910726639367,63.35917154947917
777,1,4,Light,Canada,100,80.38611778846155,77.33245617813535
777,1,6,Light,Canada,100,85.76181374210364,76.60151501496632
778,1,1,Dark,Switzerland,17,107.8056649359906,48.59088288413154
778,1,2,Dark,Switzerland,3,90.51423047224397,48.2730487982432
778,1,3,Dark,Switzerland,100,83.50174960168829,63.47721629672581
778,1,4,Light,Canada,100,83.57073352247316,77.36771884891722
778,1,6,Light,Canada,100,89.33554224549978,75.63107411066692
779,1,1,Dark,Switzerland,17,107.81841789887076,48.52481259240045
779,1,2,Dark,Switzerland,3,90.58664830298244,48.2060980796814
779,1,3,Dark,Switzerland,100,83.58264029132658,63.2898137304518
779,1,4,Light,Canada,100,83.3736030701448,77.51644455724292
779,1,6,Light,Canada,100,89.30837668758386,75.24183538224962
780,1,1,Dark,Switzerland,17,107.07276264115607,48.929095135794746
780,1,2,Dark,Switzerland,3,90.4693002990832,48.43789352311028
780,1,3,Dark,Switzerland,100,83.52704807342911,63.29879363377889
780,1,4,Light,Canada,100,82.38516109787288,77.64705565240648
780,1,6,Light,Canada,100,88.12604709686661,75.21466261810727
781,1,1,Dark,Switzerland,17,109.94288900030747,48.73804251352946
781,1,2,Dark,Switzerland,3,93.06874283737702,48.31808567047119
781,1,3,Dark,Switzerland,100,86.61998550879082,63.44071348508199
781,1,4,Light,Canada,100,85.24692924376677,77.80630820327335
781,1,6,Light,Canada,100,90.99367308915195,75.70110576020348
782,1,1,Dark,Switzerland,17,111.39705432762187,48.768704334894814
782,1,2,Dark,Switzerland,3,94.36919565490832,48.51234700944688
782,1,3,Dark,Switzerland,100,88.43759935955669,63.27721979882982
782,1,4,Light,Canada,100,86.7637675222216,76.49107661512163
782,1,6,Light,Canada,100,92.33494521466903,74.83007934358385
782,1,7,Dark,Switzerland,100,115.85119039300088,19.280582004123264
783,1,1,Dark,Switzerland,17,109.90085642962497,48.92783498210595
783,1,2,Dark,Switzerland,3,92.80584926678026,48.72231796965369
783,1,3,Dark,Switzerland,100,86.81325622449408,63.16786448160808
783,1,6,Light,Canada,100,89.33303096000112,75.10400242275662
783,1,7,Dark,Switzerland,100,115.16664672196444,19.897659884558784
784,1,1,Dark,Switzerland,17,110.0816947513704,49.05440401316864
784,1,2,Dark,Switzerland,3,92.93788355371063,48.884724672193855
784,1,3,Dark,Switzerland,100,86.80591344406865,62.98291630215115
784,1,6,Light,Canada,100,88.61015742921232,74.75607732931773
784,1,7,Dark,Switzerland,100,115.13999433978086,19.90616242090861
785,1,1,Dark,Switzerland,17,110.10090198275292,49.21884560422194
785,1,2,Dark,Switzerland,3,92.89692618789395,49.07020438666287
785,1,3,Dark,Switzerland,100,86.66325059047965,63.11033950911628
785,1,6,Light,Canada,100,88.22662954040419,74.87853321764204
785,1,7,Dark,Switzerland,100,115.10560064708184,20.083981619940865
786,1,1,Dark,Switzerland,17,109.99677656757808,49.420426685448525
786,1,2,Dark,Switzerland,3,92.7258531167876,49.27593868285804
786,1,6,Light,Canada,100,87.09994676074743,74.69092124038272
786,1,7,Dark,Switzerland,100,114.91804037622988,20.469991366068523
787,1,1,Dark,Switzerland,17,109.81158234133332,49.65501068379981
787,1,2,Dark,Switzerland,3,92.47123482828913,49.49738876335213
787,1,6,Light,Canada,100,85.77949100828768,74.34160457717049
787,1,7,Dark,Switzerland,100,114.58257630813954,20.24011664920383
788,1,1,Dark,Switzerland,17,109.61433997196151,49.91157574656911
788,1,2,Dark,Switzerland,3,92.19905792205864,49.72943752054964
788,1,6,Light,Canada,100,84.65672801773536,74.56610328621335
789,1,1,Dark,Switzerland,17,109.46810449083227,50.17487771178312
789,1,2,Dark,Switzerland,3,91.96473868711516,49.968307352664254
789,1,6,Light,Canada,100,83.68767207764982,74.49374841319191
790,1,1,Dark,Switzerland,17,109.40288206398226,50.430907207928016
790,1,2,Dark,Switzerland,3,91.7930735110268,50.21325446911624
