frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft
1,2,15,Dark,Finland,100,44.6468455633665,45.61916536755032
1,2,16,Dark,Finland,8,56.747485657284216,39.7636874516805
1,2,17,Light,ROC,100,38.93909761432245,46.06795337465074
2,2,15,Dark,Finland,100,43.13100361013669,45.62002552880181
2,2,16,Dark,Finland,8,55.36291023486416,39.81970601611668
3,2,15,Dark,Finland,100,45.83872349829495,46.11112806532118
3,2,16,Dark,Finland,8,57.71811933978086,40.25415500005087
3,2,17,Light,ROC,100,40.25804932514116,46.4688425593906
4,2,15,Dark,Finland,100,46.94455168968023,46.22897466023763
4,2,17,Light,ROC,100,41.24982693967325,46.70704417758518
5,2,15,Dark,Finland,100,49.11790004996367,46.08965105480618
5,2,17,Light,ROC,100,43.47475219071445,46.62211338678996
5,2,18,Light,ROC,100,48.08244244570383,48.16031363275316
5,2,16,Dark,Finland,8,60.72636094204216,40.03188663058811
6,2,15,Dark,Finland,100,47.55252844958911,46.14979028701782
6,2,18,Light,ROC,100,46.533639870304114,48.19432602988349
7,2,15,Dark,Finland,100,50.0232512281278,46.25659439298842
7,2,18,Light,ROC,100,48.978239820340455,48.34242012765672
7,2,17,Light,ROC,100,44.52015666927549,46.51099046071371
8,2,15,Dark,Finland,100,51.23218406718191,46.31058639950223
8,2,18,Light,ROC,100,50.207230187486026,48.29723013771905
8,2,17,Light,ROC,100,45.85917955647641,46.53611077202691
9,2,15,Dark,Finland,100,52.375184743263645,46.276355584462486
9,2,18,Light,ROC,100,51.4686707307273,47.93172690603468
10,2,15,Dark,Finland,100,53.34646262508386,46.13837401072184
10,2,18,Light,ROC,100,52.508916155383496,47.62933744324578
11,2,15,Dark,Finland,100,54.18251324211762,45.99625825881958
12,2,15,Dark,Finland,100,54.71858534702035,46.01485305362278
13,2,15,Dark,Finland,100,55.09761475919611,46.01620859569974
14,2,15,Dark,Finland,100,55.36555800327035,46.06725533803304
47,2,2,Light,ROC,100,37.96859222575889,43.13214196099175
48,2,2,Light,ROC,100,36.380056746317365,43.09423632091946
49,2,2,Light,ROC,100,39.0754604168996,43.76942687564426
50,2,2,Light,ROC,100,39.91169119137131,44.13927369647556
50,2,3,Dark,Finland,13,33.321687701776334,48.823513719770645
50,2,4,Light,ROC,100,34.38845721468303,41.36194361580743
51,2,3,Dark,Finland,13,35.50464172909213,49.12565774387784
51,2,4,Light,ROC,100,36.43481368882072,41.74607091479832
52,2,3,Dark,Finland,13,33.95571904873379,49.19568207528856
52,2,4,Light,ROC,100,34.78101208299559,42.08990123536852
52,2,5,Dark,Finland,2,38.44344355765737,42.54480494393243
52,2,6,Dark,Finland,26,39.06147637819348,45.944481955634224
52,2,7,Dark,Finland,2,39.87362610845958,47.85608225398594
53,2,3,Dark,Finland,13,36.39178881704914,49.46001953548856
53,2,4,Light,ROC,100,37.31944676162093,42.17889414893256
53,2,5,Dark,Finland,2,40.800186730454776,42.72798326280382
53,2,6,Dark,Finland,26,41.50818908363848,46.12376477983263
53,2,7,Dark,Finland,2,42.37755790805988,48.08030962944031
53,2,9,Dark,Finland,100,41.16763966241335,49.41115922398038
53,2,10,Dark,Finland,6,43.02688352963579,48.35339956813389
53,2,11,Dark,Finland,23,42.29346532941078,44.86933443281386
54,2,3,Dark,Finland,13,37.85435876180959,49.51227996084425
54,2,4,Light,ROC,100,38.87525909915167,42.48975012037489
54,2,5,Dark,Finland,2,42.29215509349844,43.06783702638414
54,2,6,Dark,Finland,26,42.87268787036002,46.199868785010445
54,2,7,Dark,Finland,2,43.796592534974565,48.18777574433221
54,2,9,Dark,Finland,100,42.00185048985353,49.96704856554667
54,2,10,Dark,Finland,6,44.51812307395321,48.4310527642568
54,2,11,Dark,Finland,23,43.68794122194348,45.01863320668539
54,2,12,Dark,Finland,100,50.48405573918269,45.73101335101658
55,2,3,Dark,Finland,13,39.19482017885594,49.5757449997796
55,2,4,Light,ROC,100,40.10040883727918,42.79588646358914
55,2,6,Dark,Finland,26,43.97111595849872,46.42889234754775
55,2,7,Dark,Finland,2,45.143051010978034,48.3143252796597
55,2,9,Dark,Finland,100,42.87939464043632,50.422037839889526
55,2,10,Dark,Finland,6,45.85539625027952,48.58357376522488
55,2,11,Dark,Finland,23,44.951682867005815,45.163703229692246
55,2,12,Dark,Finland,100,51.77749879458296,45.85175567203098
55,2,13,Dark,Finland,100,44.65113385632128,49.47430001364814
56,2,3,Dark,Finland,13,40.41740949763808,49.65088526407877
56,2,4,Light,ROC,100,41.23539250737226,43.06172582838271
56,2,6,Dark,Finland,26,45.03233880604316,46.59862783220079
56,2,7,Dark,Finland,2,46.26963825259951,48.40706282191807
56,2,9,Dark,Finland,100,43.954282156683256,50.53558588027954
56,2,10,Dark,Finland,6,46.97060354707067,48.66886483298408
56,2,11,Dark,Finland,23,46.04657058852303,45.32422913445367
56,2,12,Dark,Finland,100,52.77935976632379,45.95955954657661
56,2,13,Dark,Finland,100,45.78948046525604,49.55357445610894
57,2,3,Dark,Finland,13,41.15679133474467,49.53681268712384
57,2,4,Light,ROC,100,41.82642622790095,43.1932946026301
57,2,6,Dark,Finland,26,45.970713388514646,46.76791747411093
57,2,7,Dark,Finland,2,47.27271665187556,48.5277083184984
57,2,9,Dark,Finland,100,44.91473694393588,50.6144482559628
57,2,10,Dark,Finland,6,48.03724476604428,48.74038656552633
57,2,11,Dark,Finland,23,46.94847693810096,45.52376402748956
57,2,12,Dark,Finland,100,53.818371385495865,45.99870814217461
57,2,13,Dark,Finland,100,46.903939835713885,49.61735698911879
57,2,5,Dark,Finland,2,45.692498440819264,43.8867015308804
58,2,3,Dark,Finland,13,42.11504889681895,49.55554803123883
58,2,4,Light,ROC,100,42.70270204801761,43.41052407480696
58,2,6,Dark,Finland,26,46.78646080822339,46.92042721642388
58,2,7,Dark,Finland,2,48.14927539586594,48.636311557557846
58,2,9,Dark,Finland,100,45.7857271852988,50.5892378754086
58,2,10,Dark,Finland,6,48.9242526414356,48.84033415052626
58,2,11,Dark,Finland,23,47.58168119863876,45.81151723861694
58,2,12,Dark,Finland,100,54.77429221056016,45.95993783738878
58,2,13,Dark,Finland,100,47.91391335147865,49.68435499403212
58,2,5,Dark,Finland,2,46.52650454389815,44.14266930686103
59,2,3,Dark,Finland,13,42.95090924384513,49.574026836957245
59,2,4,Light,ROC,100,43.453692124485904,43.6235188505096
59,2,6,Dark,Finland,26,46.908477488486845,47.06662093537808
59,2,7,Dark,Finland,2,48.48576904206732,48.75031946328775
59,2,9,Dark,Finland,100,46.46358592352415,50.5739778942532
59,2,10,Dark,Finland,6,49.70709130247932,48.90955236223009
59,2,11,Dark,Finland,23,47.99181233578377,46.0678678088718
59,2,12,Dark,Finland,100,55.605702408737706,45.9003210067749
59,2,13,Dark,Finland,100,48.73759315777337,49.75836714108785
59,2,5,Dark,Finland,2,47.14072130233956,44.40177149242825
60,2,3,Dark,Finland,13,43.6626964182103,49.60073613280828
60,2,4,Light,ROC,100,44.083370391530295,43.83551625629867
60,2,6,Dark,Finland,26,47.44755632603062,47.22790711415452
60,2,7,Dark,Finland,2,49.15409700036373,48.87003447152833
60,2,9,Dark,Finland,100,46.78805510421219,50.56842990808363
60,2,10,Dark,Finland,6,50.07039075038996,48.97657150553498
60,2,11,Dark,Finland,23,48.07168741549718,46.21751090297954
60,2,12,Dark,Finland,100,56.30855116733285,45.83406607309977
60,2,13,Dark,Finland,100,49.3537861887159,49.82729037602743
61,2,3,Dark,Finland,13,44.271950949277205,49.6424768906622
61,2,4,Light,ROC,100,44.61774179204463,44.05142073759423
61,2,6,Dark,Finland,26,47.9037994024834,47.39173883717512
61,2,7,Dark,Finland,2,49.74205160562264,48.99744878820355
61,2,9,Dark,Finland,100,47.36491643996547,50.58994579767459
